,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Playerâ–²,Dist.,2P.2,3P.2,%FGA,DRTG
280,Taurean Prince,PF,28,MIN,54,1192,10.0,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1.0,1.3,0.052,-2.6,-0.6,-3.3,-0.4,Taurean Prince,15.7,0.748,0.946,0.013,111.0
281,Payton Pritchard,PG,25,BOS,48,643,10.3,0.536,0.629,0.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,0.045,-2.1,-1.2,-3.4,-0.2,Payton Pritchard,19.2,0.444,0.875,0.004,106.5
282,Immanuel Quickley,SG,23,NYK,81,2344,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1,Immanuel Quickley,16.5,0.263,0.72,0.009,108.1
283,Julius Randle,PF,28,NYK,77,2737,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,Julius Randle,15.3,0.382,0.752,0.051,115.4
284,Austin Reaves,SG,24,LAL,64,1843,14.9,0.687,0.441,0.541,2.0,9.0,5.6,15.7,0.8,0.9,14.0,16.2,4.1,1.4,5.4,0.142,0.6,0.1,0.7,1.2,Austin Reaves,15.4,0.405,0.86,0.016,110.5
285,Cam Reddish,SF,23,TOT,40,990,10.6,0.561,0.462,0.24,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,Cam Reddish,14.0,0.723,0.867,0.038,117.8
286,Paul Reed,C,23,PHI,69,755,19.2,0.62,0.029,0.244,17.8,23.1,20.5,5.3,3.0,6.3,16.3,16.4,1.2,1.6,2.8,0.18,-1.6,1.5,-0.1,0.4,Paul Reed,4.0,0.691,1.0,0.153,111.5
287,Naz Reid,C,23,MIN,68,1251,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3.0,0.114,0.3,0.8,1.0,1.0,Naz Reid,11.8,0.655,1.0,0.066,113.3
288,Nick Richards,C,25,CHO,65,1217,18.3,0.676,0.003,0.585,12.6,24.0,18.2,4.5,0.4,5.1,13.0,15.6,2.7,1.5,4.2,0.165,-1.0,-0.2,-1.3,0.2,Nick Richards,2.6,0.638,1.0,0.3,112.0
289,Josh Richardson,SG,29,TOT,65,1530,12.3,0.555,0.529,0.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,0.6,1.1,1.8,0.055,-1.0,-0.1,-1.2,0.3,Josh Richardson,18.8,0.432,0.916,0.011,113.6
290,Austin Rivers,SG,30,MIN,52,1016,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,Austin Rivers,15.7,0.354,0.907,0.019,114.8
291,Duncan Robinson,SF,28,MIA,42,691,7.8,0.534,0.81,0.135,1.3,10.7,5.9,9.7,1.0,0.0,10.0,17.9,-0.1,0.6,0.5,0.035,-3.5,-1.5,-5.0,-0.5,Duncan Robinson,22.3,0.92,1.0,0.0,113.8
292,Mitchell Robinson,C,24,NYK,59,1591,18.9,0.652,0.0,0.436,18.4,20.0,19.2,4.5,1.7,6.5,10.9,10.1,4.0,2.6,6.5,0.197,1.0,1.4,2.4,1.7,Mitchell Robinson,1.2,0.574,0.0,0.521,112.6
293,Orlando Robinson,C,22,MIA,31,425,13.4,0.565,0.067,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,0.5,0.6,1.1,0.129,-2.7,0.7,-2.1,0.0,Orlando Robinson,5.3,0.574,0.0,0.09,106.6
294,Jeremiah Robinson-Earl,PF,22,OKC,43,814,13.0,0.548,0.448,0.169,9.2,14.7,11.9,7.0,1.4,1.2,6.7,14.6,1.1,0.8,1.9,0.111,-0.8,-0.7,-1.5,0.1,Jeremiah Robinson-Earl,12.9,0.795,1.0,0.085,113.8
295,Isaiah Roby,PF,24,SAS,42,474,9.3,0.497,0.387,0.265,4.7,20.6,12.3,10.7,1.8,1.2,15.2,17.8,-0.4,0.3,-0.1,-0.011,-4.0,-0.6,-4.6,-0.3,Isaiah Roby,13.1,0.612,1.0,0.084,112.9
296,David Roddy,PF,21,MEM,70,1258,8.8,0.519,0.505,0.155,4.2,12.0,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,0.043,-3.2,-0.7,-3.9,-0.6,David Roddy,14.5,0.609,0.969,0.057,112.5
297,Derrick Rose,PG,34,NYK,27,338,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1.0,1.4,11.8,23.6,-0.3,0.3,0.0,-0.001,-2.2,-1.5,-3.7,-0.1,Derrick Rose,14.2,0.333,0.737,0.0,107.8
298,Terrence Ross,SG,31,TOT,63,1330,10.2,0.544,0.555,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,0.5,1.2,1.6,0.059,-1.8,-0.3,-2.1,0.0,Terrence Ross,19.7,0.629,0.937,0.019,114.7
299,Terry Rozier,SG,28,CHO,63,2221,14.7,0.517,0.425,0.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,0.1,1.6,1.7,0.037,0.6,-1.1,-0.6,0.8,Terry Rozier,15.1,0.326,0.655,0.003,115.6
300,Ricky Rubio,PG,32,CLE,33,566,10.4,0.442,0.461,0.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,-0.2,0.9,0.7,0.062,-3.8,1.1,-2.8,-0.1,Ricky Rubio,16.4,0.375,0.952,0.0,104.2
301,D'Angelo Russell,PG,26,TOT,71,2304,16.3,0.605,0.517,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2.0,D'Angelo Russell,17.6,0.315,0.68,0.0,112.1
302,Domantas Sabonis,C,26,SAC,79,2736,23.5,0.668,0.088,0.467,10.6,30.0,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3.0,12.6,0.221,4.1,1.8,5.8,5.4,Domantas Sabonis,6.3,0.581,1.0,0.094,116.8
303,Admiral Schofield,PF,25,ORL,37,451,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,Admiral Schofield,16.4,0.645,0.958,0.008,113.0
304,Collin Sexton,PG,24,UTA,48,1145,15.9,0.616,0.261,0.425,3.5,6.3,5.0,17.9,1.1,0.4,13.3,23.4,2.0,0.5,2.5,0.105,0.1,-1.5,-1.3,0.2,Collin Sexton,11.1,0.328,0.729,0.021,116.3
305,Landry Shamet,SG,25,PHO,40,807,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10.0,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1,Landry Shamet,19.6,0.605,0.88,0.013,107.7
306,Day'Ron Sharpe,C,21,BRK,48,552,17.8,0.581,0.064,0.322,20.6,20.1,20.4,9.7,1.3,5.0,17.7,19.0,0.8,0.8,1.6,0.139,-1.8,-0.6,-2.3,0.0,Day'Ron Sharpe,3.8,0.632,0.833,0.228,119.0
307,Shaedon Sharpe,SG,19,POR,80,1779,11.5,0.568,0.437,0.162,4.0,11.3,7.6,7.9,1.0,1.2,10.7,19.0,0.6,0.6,1.2,0.032,-1.3,-2.0,-3.3,-0.6,Shaedon Sharpe,15.0,0.559,0.882,0.108,118.4
308,Pascal Siakam,PF,28,TOR,71,2652,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10.0,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4,Pascal Siakam,12.3,0.317,0.86,0.026,113.3
309,Ben Simmons,PG,26,BRK,42,1105,13.4,0.559,0.009,0.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,0.5,1.7,2.2,0.097,-2.2,2.6,0.4,0.7,Ben Simmons,4.8,0.617,0.0,0.157,112.5
310,Anfernee Simons,SG,23,POR,62,2171,14.8,0.581,0.538,0.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5,Anfernee Simons,17.9,0.29,0.684,0.029,115.7
311,Jericho Sims,C,24,NYK,52,812,13.8,0.78,0.009,0.15,13.3,19.4,16.4,4.0,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.153,-1.0,0.5,-0.5,0.3,Jericho Sims,2.5,0.711,0.0,0.626,114.9
312,Marcus Smart,PG,28,BOS,61,1957,12.1,0.538,0.568,0.196,2.6,8.0,5.3,26.4,2.3,1.0,17.9,17.8,1.0,2.7,3.7,0.092,-1.8,0.8,-1.0,0.5,Marcus Smart,17.5,0.274,0.852,0.008,111.7
313,Dennis Smith Jr.,PG,25,CHO,54,1390,11.6,0.475,0.246,0.235,2.0,11.0,6.4,26.1,2.6,1.6,14.1,17.6,-0.4,1.5,1.1,0.039,-3.5,1.2,-2.2,-0.1,Dennis Smith Jr.,11.4,0.42,0.958,0.053,106.2
314,Jabari Smith Jr.,PF,19,HOU,79,2451,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3.0,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1,Jabari Smith Jr.,16.2,0.648,0.883,0.054,120.4
315,Jalen Smith,C,22,IND,68,1279,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4.0,11.2,21.0,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0.0,Jalen Smith,12.5,0.734,1.0,0.085,115.3
316,Jeremy Sochan,PF,19,SAS,56,1458,11.4,0.509,0.243,0.21,6.9,15.6,11.0,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,-2.8,-1.2,-4.0,-0.7,Jeremy Sochan,10.4,0.59,1.0,0.127,117.6
317,Lamar Stevens,SF,25,CLE,62,1120,9.5,0.524,0.33,0.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,-3.0,0.2,-2.8,-0.2,Lamar Stevens,11.7,0.788,1.0,0.108,111.1
318,Isaiah Stewart,C,21,DET,50,1414,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2.0,0.068,-1.0,-1.1,-2.1,0.0,Isaiah Stewart,13.5,0.688,1.0,0.075,116.9
319,Max Strus,SF,26,MIA,80,2272,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2,Max Strus,19.5,0.709,0.949,0.025,113.1
320,Jalen Suggs,SG,21,ORL,53,1246,12.5,0.528,0.455,0.268,5.0,9.6,7.3,18.0,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,-1.8,0.8,-1.0,0.3,Jalen Suggs,15.8,0.317,0.712,0.016,111.0
321,Edmond Sumner,SG,27,BRK,53,736,14.0,0.597,0.323,0.401,2.0,9.9,6.0,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,0.086,-2.4,-0.2,-2.6,-0.1,Edmond Sumner,11.2,0.634,0.903,0.033,110.1
322,Jae'Sean Tate,SF,27,HOU,31,677,12.2,0.546,0.201,0.301,6.6,12.6,9.6,18.2,1.5,1.0,15.3,18.8,0.4,0.3,0.7,0.049,-2.8,-0.7,-3.5,-0.3,Jae'Sean Tate,8.5,0.351,0.923,0.009,114.8
323,Jayson Tatum,SF,24,BOS,74,2732,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,Jayson Tatum,14.8,0.515,0.646,0.065,110.8
324,Cam Thomas,SG,21,BRK,57,948,14.7,0.567,0.292,0.382,1.0,10.1,5.6,12.7,1.0,0.6,10.6,27.8,0.3,0.7,1.0,0.049,-0.7,-2.0,-2.7,-0.2,Cam Thomas,14.6,0.327,0.451,0.011,113.7
325,Klay Thompson,SF,32,GSW,69,2279,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.5,-1.7,-0.3,1.0,Klay Thompson,19.6,0.727,0.89,0.011,112.6
326,JT Thor,PF,20,CHO,69,969,7.0,0.506,0.517,0.197,3.9,13.0,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,-4.3,-0.4,-4.7,-0.7,JT Thor,15.8,0.679,0.974,0.05,110.2
327,Matisse Thybulle,SF,25,TOT,71,1200,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4,Matisse Thybulle,15.8,0.768,0.981,0.091,110.3
328,Obi Toppin,PF,24,NYK,67,1050,13.6,0.565,0.589,0.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,1.1,1.0,2.1,0.095,0.3,-0.8,-0.5,0.4,Obi Toppin,16.0,0.863,0.965,0.148,110.4
329,Juan Toscano-Anderson,SF,29,TOT,52,700,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,-4.6,0.8,-3.8,-0.3,Juan Toscano-Anderson,11.2,0.661,1.0,0.035,113.7
330,Karl-Anthony Towns,PF,27,MIN,29,957,18.8,0.618,0.383,0.315,5.7,21.6,13.8,22.0,1.0,1.5,15.0,25.6,1.5,1.1,2.7,0.133,2.1,0.9,3.0,1.2,Karl-Anthony Towns,14.0,0.599,0.967,0.044,109.4
331,Gary Trent Jr.,SG,24,TOR,66,2118,15.0,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2.0,4.5,0.102,0.2,0.0,0.2,1.2,Gary Trent Jr.,17.8,0.498,0.861,0.024,113.8
332,P.J. Tucker,PF,37,PHI,75,1920,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1.0,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3.0,-0.5,P.J. Tucker,16.5,0.732,0.982,0.0,113.3
333,Myles Turner,C,26,IND,62,1825,20.0,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22.0,3.4,2.0,5.4,0.142,1.4,0.7,2.1,1.9,Myles Turner,12.3,0.773,0.968,0.095,116.3
334,Jarred Vanderbilt,PF,23,TOT,78,1879,15.1,0.604,0.2,0.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,-0.6,1.6,1.1,1.5,Jarred Vanderbilt,7.7,0.679,1.0,0.213,116.2
335,Fred VanVleet,PG,28,TOR,69,2535,17.0,0.54,0.545,0.254,1.2,12.0,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9,Fred VanVleet,18.6,0.187,0.594,0.0,112.8
336,Devin Vassell,SG,22,SAS,38,1178,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7,Devin Vassell,17.6,0.456,0.883,0.035,118.8
337,Gabe Vincent,PG,26,MIA,68,1759,9.0,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6,Gabe Vincent,19.0,0.432,0.735,0.002,111.7
338,Dean Wade,PF,26,CLE,44,891,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3,Dean Wade,19.1,0.821,1.0,0.04,103.2
339,Franz Wagner,SF,21,ORL,80,2609,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3,Franz Wagner,12.0,0.464,0.8,0.03,110.1
340,Moritz Wagner,C,25,ORL,57,1109,17.4,0.63,0.412,0.46,7.0,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7,Moritz Wagner,12.2,0.782,0.98,0.134,110.6
341,Ish Wainright,SF,28,PHO,60,915,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2.0,2.2,8.4,12.2,0.5,1.2,1.7,0.089,-2.7,1.5,-1.2,0.2,Ish Wainright,19.8,0.519,0.982,0.026,106.6
342,Jabari Walker,SF,20,POR,56,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,Jabari Walker,10.5,0.716,0.938,0.116,113.8
343,Lonnie Walker IV,SG,24,LAL,56,1297,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7.0,1.1,1.1,7.4,20.2,0.8,1.0,1.8,0.066,-0.9,-0.5,-1.4,0.2,Lonnie Walker IV,15.7,0.572,0.923,0.055,116.1
344,John Wall,PG,32,LAC,34,755,13.6,0.498,0.322,0.334,2.1,11.4,6.8,35.3,1.8,1.4,17.1,27.0,-0.4,0.7,0.3,0.02,-0.8,-0.4,-1.2,0.1,John Wall,14.5,0.143,0.939,0.012,111.6
345,T.J. Warren,PF,29,TOT,42,687,13.5,0.55,0.248,0.13,4.2,15.4,9.8,8.7,1.6,1.5,6.5,19.5,0.4,0.8,1.2,0.081,-1.7,-0.2,-2.0,0.0,T.J. Warren,13.0,0.664,0.955,0.019,108.4
346,Duane Washington Jr.,SG,22,PHO,31,394,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3,Duane Washington Jr.,16.8,0.222,0.625,0.0,107.9
347,P.J. Washington,PF,24,CHO,73,2380,12.9,0.542,0.438,0.178,3.2,13.0,8.0,11.0,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4,P.J. Washington,14.8,0.74,0.919,0.05,114.8
348,TyTy Washington Jr.,PG,21,HOU,31,433,7.5,0.432,0.5,0.113,0.5,11.0,5.7,15.3,1.7,0.5,7.7,17.4,-0.3,0.1,-0.1,-0.016,-5.0,-1.3,-6.3,-0.5,TyTy Washington Jr.,17.5,0.436,0.789,0.0,111.0
349,Yuta Watanabe,SF,28,BRK,58,928,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7.0,1.3,1.6,8.0,13.1,1.3,0.9,2.1,0.111,-0.4,-0.2,-0.6,0.3,Yuta Watanabe,16.4,0.722,1.0,0.06,112.9
350,Lindy Waters III,SG,25,OKC,41,531,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7.0,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,Lindy Waters III,23.8,0.583,0.931,0.0,104.8
351,Trendon Watford,PF,22,POR,62,1182,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16.0,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.084,-1.4,-0.4,-1.8,0.1,Trendon Watford,8.9,0.641,1.0,0.019,117.9
352,Blake Wesley,SG,19,SAS,37,669,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,Blake Wesley,11.8,0.306,0.95,0.065,116.7
353,Russell Westbrook,PG,34,TOT,73,2126,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,Russell Westbrook,11.8,0.23,0.663,0.023,114.3
354,Coby White,SG,22,CHI,74,1730,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5,Coby White,17.8,0.348,0.961,0.008,110.1
355,Derrick White,SG,28,BOS,82,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,Derrick White,16.1,0.502,0.899,0.018,107.2
356,Aaron Wiggins,SG,24,OKC,70,1297,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,Aaron Wiggins,10.6,0.696,0.958,0.055,111.2
357,Andrew Wiggins,SF,27,GSW,37,1190,14.7,0.564,0.425,0.136,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,1.0,1.3,2.3,0.091,-0.1,-0.4,-0.5,0.5,Andrew Wiggins,15.4,0.621,0.955,0.055,110.9
358,Grant Williams,PF,24,BOS,79,2045,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1.0,1.3,13.4,13.1,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5,Grant Williams,17.5,0.594,0.957,0.032,109.0
359,Jalen Williams,SG,21,OKC,75,2276,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,0.119,-0.4,0.7,0.3,1.3,Jalen Williams,10.4,0.416,0.904,0.106,112.6
360,Jaylin Williams,C,20,OKC,49,914,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.099,-2.3,0.6,-1.7,0.1,Jaylin Williams,16.2,0.839,0.957,0.047,115.7
361,Kenrich Williams,PF,28,OKC,53,1206,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2.0,1.3,3.3,0.133,0.1,0.4,0.5,0.8,Kenrich Williams,13.4,0.659,1.0,0.066,109.2
362,Mark Williams,C,21,CHO,43,828,19.8,0.659,0.0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12.0,17.0,1.5,1.3,2.8,0.163,-0.5,0.6,0.1,0.4,Mark Williams,3.1,0.681,0.0,0.303,110.3
363,Patrick Williams,PF,21,CHI,82,2323,11.2,0.576,0.409,0.155,3.9,12.0,8.0,5.8,1.5,2.9,12.3,15.7,0.5,3.0,3.5,0.072,-1.7,0.4,-1.3,0.4,Patrick Williams,14.6,0.633,0.983,0.118,113.2
364,Ziaire Williams,SF,21,MEM,37,561,7.4,0.511,0.495,0.112,3.0,11.9,7.5,8.2,1.2,1.0,15.2,18.0,-0.5,0.6,0.1,0.011,-4.7,-0.8,-5.6,-0.5,Ziaire Williams,15.6,0.78,0.88,0.128,112.2
365,Zion Williamson,PF,22,NOP,29,956,25.2,0.652,0.041,0.529,6.9,17.0,12.0,24.4,1.6,1.6,14.6,30.4,2.3,1.2,3.6,0.18,4.8,1.0,5.8,1.9,Zion Williamson,4.1,0.457,0.857,0.113,108.4
366,Justise Winslow,PF,26,POR,29,776,9.3,0.466,0.227,0.141,7.2,14.3,10.7,17.2,1.9,1.3,17.0,14.2,-0.1,0.5,0.4,0.022,-3.4,0.6,-2.8,-0.2,Justise Winslow,9.8,0.567,1.0,0.02,112.3
367,James Wiseman,C,21,TOT,45,867,15.6,0.589,0.059,0.286,9.2,25.2,17.0,5.5,0.4,2.7,11.8,21.2,0.7,0.7,1.4,0.077,-2.1,-1.4,-3.5,-0.3,James Wiseman,6.6,0.719,1.0,0.248,121.9
368,Christian Wood,C,27,DAL,67,1738,20.6,0.624,0.363,0.365,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,2.7,2.1,4.8,0.132,1.9,-0.3,1.7,1.6,Christian Wood,12.8,0.615,0.971,0.124,116.7
369,Delon Wright,PG,30,WAS,50,1221,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,0.4,3.1,3.4,1.7,Delon Wright,14.4,0.268,0.854,0.014,110.9
370,McKinley Wright IV,PG,24,DAL,27,335,12.4,0.536,0.286,0.194,3.1,13.4,8.2,25.2,1.2,1.3,15.2,16.9,0.2,0.2,0.5,0.069,-1.9,-0.8,-2.7,-0.1,McKinley Wright IV,12.7,0.297,0.889,0.0,117.6
371,Thaddeus Young,PF,34,TOR,54,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,-1.8,1.9,0.1,0.4,Thaddeus Young,7.9,0.549,1.0,0.051,115.0
372,Trae Young,PG,24,ATL,73,2541,22.0,0.573,0.331,0.46,2.4,7.0,4.7,42.5,1.5,0.3,15.2,32.6,5.3,1.4,6.7,0.126,5.3,-2.0,3.3,3.4,Trae Young,15.0,0.174,0.325,0.0,114.6
373,Ivica Zubac,C,25,LAC,76,2170,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4.0,15.9,14.8,3.8,2.9,6.7,0.149,-1.1,0.2,-0.9,0.6,Ivica Zubac,3.3,0.733,0.0,0.286,113.4
